review,sentiment
caution several spoiler br br someday somewhere going post apocalyptic movie made stink unfortunately postman movie though give credit trying br br kevin costner play somebody credited postman actually postman wanderer mule wasteland western america devastated unspecified catastrophe trade isolated village performing shakespeare suddenly pack bandit called holnists self declared warlord west descend upon village costner visiting evil leader gen bethlehem patton draft costner much misery numerous effort break costner spirit escape thus ending lengthy section movie could told better three minute flashback br br finally get major premise escaped costner find abandoned mail truck delivers letter nearest town hoping get food pretense postman number village people led young ford larenz tate want get postman act sit well bethlehem bandit costner find unwitting unwilling leader band postman war holnists br br idea postman versus bad guy ridiculous sound holnists depend livelihood fact village prey isolated one another holnists destroy one village could stand victim united unite village must communicate one another working mail system would thus big step toward putting holnists business really make lot sense bethlehem would get medieval heroic mail carrier unfortunately bethlehem eventual defeat result village uniting instead old standby cliche one one brawl costner even real attempt community use mail work together solve problem mail seems standard hi aunt debbie stuff played maximum sentimental value br br postman one predictable movie shot shot ever seen purposely try ruin movie straining figure going happen next talking kind predictability requires effort knew going happen next whether wanted know lion prominently showcased eating people holnist bandit seeking escaped costner venture bush noise shocked lion eats bunch unoffending villager rounded shot firing squad one villager sings famous last word right shot immense lack surprise covered statue unveiled show exactly everyone knew going costner bending pick letter cutesy kid saw earlier movie man tell bethlehem sir take wife bethlehem run unsuspecting sod though person theater unsuspecting br br rank cloying sentimentality really undoes postman olivia williams playing costner lover abby worst served pours heart material give best effort make sound natural sincere try hard heart breaking nobody could ever made line gift postman give hope like candy pocket sound like anything syrupy pap another example scene mounted costner thunder past little boy ignoring proffered letter turn around stare seems like five minute thunder back pick letter costner pick first time real reason artifice try fails give u feeling elation dashing kid hope restoring br br schmaltz predictability unite end statue postman revealed sat thinking please tell going show statue cut back scene cutesy kid surely saccharine obvious even movie ala music swelled indeed cut back dreaded little boy smiling letter maiden aunt whisked away held head hand thought somebody shoot felt like thirty pound apple pie rammed throat br br gen bethlehem humanized villain normal standard issue post apocalyptic villain meanest toughest b valley bethlehem shown little nothing man inside try make feel important beating others although menace thereby sacrificed bethlehem credible way villain unfortunately patton overacts although told early bethlehem utterly destroyed last challenger five second hand hand combat bethlehem actual fighting skill shown end movie absolutely ludicrous br br acting otherwise pretty good costner done better razzie overreaction mentioned olivia williams impressive larenz tate ford sincere credible job james newton howard score competent though short epic standard movie going enough save film br br rating,0
routine suspense yarn sociopath dillon give sperm clinic human reproduction start harrass life woman antony husband mancuso extremely predictable far fetched undecided tone way lose time one make baby instead,0
based one book gabriel marquez might brilliant literature cinema adaption really suck like fighting sleep rather enjoying cinematographic delices story old couple whose son died living life heavily dominated poverty wherein main character cock hopefully one day brings money forthcoming cockfight mood spill word useless pretentious piece perhaps see salma hayek sitting minute front screen gracias,0
okay grew loved doctor since tom baker christopher eccleston made love furious forever leaving br br writing grand acting superb directing dreadful old day fantastic skeptical programme watched merely forced huge fan love ringtone dalek screaming exterminate br br thing love new programme people actually notice rose billie piper disappears planet old show assistant would drop come home like nothing happened one noticed chris eccleston doc love rose romantic debated doubt love care companion destroy world save old show lacking often doctor care never saw assistant talk think like real people rose shown something outlandish new alien act like real person would gobsmacked never liked assistant old show never saw anything alien would fit right adapt instantly want see surprise rose face see plastic dummy come life give br br thing like series nearly everything happens earth london cardiff sort hoping world sort show eccleston left quickly really made show brilliant br br let thing go far enjoy series ever expected mind stuff set earth br br take show seriously fun smart entertaining super serious heavy duty show pure fun pure british get enough watch open mind put brain neutral enjoy br br p watch series later series brilliant first episode series good watch get love monster utter rubbish completely destroys show,1
plot film contains hole could drive massive truck reckon always top priority horror two elderly sister rural england keep brother cellar since year escaped started killing spree focusing military homed nearby thought best keep repeating  strangely  army officer love woman doubt sincerity even though men died know whether find revelation near end suspenseful tedious way film reminded arsenic old lace black comedy classic two half insane sibling mother goofy younger brother well yet killing old lady beast cellar mean less crazy though horror early film amateurish cheap neat attempt build tension many old lady talk good ol day though rarely something seek horror film appealing title flora robson may recognized classic film buff play one sister gave image queen england legendary errol flynn swashbuckler film sea hawk,0
main reason see film warren william top form shyster campaign manager electric constantly finding way fool public defeat opposing party midst biggest disaster william great actor feel never got due bette davis girlfriend also shine written role personally found guy kibbee quite right lame brained candidate william others trying foist public seemed like empty canvas person would preferred see real character emerge rather non character story implausible silly clichéd warren william bette davis well worth watching,1
earth become dear ramu man made sarkar satya comapny refuse believe aag ramu ambitious project clearly jumped high cliff ascended giving industry greatest work time movie made fall like brick cringing leave theater forced sit able take car parking lot others also left else nothing would made sit beyond interval br br movie nowhere close sholay even come near within mile believe ramu surely love godfather sholay since sarkar classic piece work read ramu interview couple day back interviewer said ramu sleep hour day stretch completely agree lack sleep probably taken toll movie br br power performance amitabh bachchan even look scary looked terrifying poster wallpaper saw earlier ramu favorite nisha kothari fantastic job sarkar many dialog fact none remember clearly opened mouth movie found place history new guy playing jai role seems brash look manage jai role cant go im sorry pain big manage right br br promised throughout movie watch original sholay see still br br bottom line horrible movie medium critic going cook ramu goose remind reader one biggest ramu fan even cant spare act,0
film worthwhile despite may hear performance marie dressler hope spelling right drunken old sot reason enough see film amazing performance drunken stupor three scene good long never thing twice actually smell alcohol done amazing greta course speaks first line film shes great eugene neill story solid like neill story deep intense light entertainment appreciate great character actor like film technically fuzzy worthwhile,1
one considers carson mccullers one foremost literary figure th century seems need great lack talent able ruin one story movie show done actor ingratiate way becoming director wooden unatmospheric unsympathetic totally sync poetic compassion mccullers writing jaw dropped horror disbelief mish mash movie could ever found finance backer redeeming feature moderately good acting although said vanessa redgrave seems permanently render much performance whatever character play good cinematography place otherwise bitter bitter disappointment could indeed contemporary masterpiece simon callow hang head shame stick acting,0
look know may suck right pain temporary film forever whatever right burned celluloid time thousand year come  robert de niro br br initially film steven spielberg director hiring several screenwriter adjust screenplay suited theme dysfunctional family threatened deranged monster form recently released prison robert de niro like jurassic park poltergeist war world dysfunctional family band together defeat beast beast creation father lawyer failed defend de niro trial br br typical spielberg fashion father kill monster undermines family promptly absolved sin like oscar schindler robin williams sam niel tom cruise virtually every daddy figure spielberg land father reclaims paternal duty kind bittersweet coda spielberg enjoys br br spielberg eventually abandoned picture project instead turned martin scorsese time seeking try hand commercial fare result arguably worst film scorsese filmography ironically illuminating br br artist failure misfire often revealing exposing inner working art story work character connect image sear find left kind inner core  remaining carcass director cinema br br cape fear impersonal film find thematic connection rest scorsese filmography already sacrificed de niro yell film theme catholic redemption cookie cutter film though expose kind language filmography hinge watch scorsese camera desperately whip back forth zoom frantically onto doorknob window attempt force tension character loud screaming attention importantly watch film make spatial sense showdown boat end film take place obvious sound stage street parade claustrophobic take place within larger context family house seem exist anywhere particular simply geographical sense anything picture scorsese unable film space create kind spatial environment br br reason scorsese camera always bound intimately tethered central character world around character make sense camera focused character resnais take around french hotel welles hitchcock dance street building cameron give tour titanic scott recreate entire future cityscape lucas give alien desert planet director create sense space textbook close mid shot wide shot combination scorsese poetry sense tangible space film character break tether leave boxing ring taxi cab look away de niro everything collapse simply cannot break away documentarian style shooting way prerequisite action film making br br scorsese tried rectify problem gang new york space set become central character even self consciously spatial experiment get sabotaged magnetism daniel day lewis actor drawing scorsese camera inexorably toward like moth bulb br br  even generic b movie ugly vulgar looking film look matte painting inept attempt tension silly rotorscoped special effect hokey fistfight showdown still robert de niro pick slack de niro give body scorsese like tattooed christ give film great scene improvised romantic sequence young juliette lewis stick thumb mouth kiss kind symbolic rape girl run away aroused repelled man interest br br de niro performance deliciously top simply imitated scorsese need operatic tone baroque visuals someone like de palma make work scorsese nope br br worth one viewing,0
one beautiful moving thought provoking film around good family entertainment time make think hard issue involved every time see ghost zac riding bike puddle end help cry eye john thaw performance touching shame longer u gone forgotten outstanding film full mark,1
program would useful training hardened felon basic human emotion beyond purpose show value fill bandwidth would otherwise go unutilized electromagnetic spectrum feel greater sense suspense anticipation listening computerized voice chip endlessly droning product random number generator fortunately helpful frequent music cue tell viewer supposed feel case unable fully internalize predictable shallow plot line find amy superficially positive character role model young woman serve traditionally male field unfortunately totally subjective approach law guided solely whatever capricious personal guideline amy elect employ resulting amy trial closely resembling appeal personal mercy tribal despot true administration justice show unpalatable amount although extent mitigated two episode brain god given filtering process show thankfully leave imprint viewer memory television tuned dead channel maximum volume,0
yes fast time wannabe still decent entertainment br br comedy part really funny scene three guy visit spanish lady hilarious little flamenco music background reaction sailor husband come home riot guy exploit dealing crab funny well try drown visit pharmacist br br abortion scene fast time ripoff good job capturing terror situation really feel karen going gary mad scramble cash pay abortion accommodating recovery br br ending painful watch refreshingly realistic first time viewer prepared shock br br decent eye candy guy young girl milf spanish lady heterosexual guy probably want skip penis measuring competition br br underrated soundtrack check early early u car prime appropriate tearjerker song james ingram surprise ending br br people hate somewhat dated like teen flick grew early like,1
insulted movie even funny thought mulan unbelievable however low expectation disney become never figured something stereotypical yet respect true chinese culture hollywood tradition random martial art br br appreciate tried make wendy normal teenage girl fortunately normal teenage girl particularly asian teenage girl much less obsessed shallow aspect life cultural stand point almost impossible yes girl wrapped popularity fashion pretty rare even one still fairly decent scholar another stereotype maybe fairly true one chinese parent work chinese value work wanted go authenticity would made wendy ironic girl glass love hate relationship family br br add frustration american movie asian culture meditation vague nature oriented phrase sound wise walk around smiling enigmatically time know form martial art people appreciate someone would write asian part portray u sad caricature,0
recent boom dating show u television screen reached fevered pitch since first episode bachelor unsuspecting audience since subjected countless clone variation including bachelorette joe millionaire love money execrable married america hoping cash trend simultaneously tap exploit new demographic bravo unleashed disastrous boy meet boy upon world may mercy u br br premise simple designed light hearted eligible gay man courted number suitor eliminated show show one left twist half men actually straight much big deal inherent viciousness scenario kick hearing pay end show gay man pick straight man disguise straight man win cash prize gay man get nothing least nothing parting gift pat back hearty round embarrassed well thanks playing br br like equally painful queer eye straight guy another bravo program show another example stereotype run amok make even worse though fact straight men playing stereotype cash producer show believe put enough hair gel man hair dress abercrombie fitch pair designer sandal strip body hair fat voila gay equivalent putting white performer blackface offensive u like genuinely gay dress act like implies gay variance chance individuality behave like real people like stereotype never mind fact bank suitor sorely lacking kind diversity gym toned white look far scrubbed cleaned br br another example instead fostering acceptance gay dynamic individual capable variance change hollywood taken stereotype run way bank feel genuinely dirty watching show show gay man see unabashed parade soft core pornography masquerading legitimate television,0
ok want test somebody comfortable adolescence embarrassing maniacal change therin get immediate reaction watching uproarious doc kid making socially relevant horror flick suburban movie ever seen film deal burdening sexuality ego way completely human never dull flushed kind inherent goodness youth discolored fear frenzied adult world quirk youth accredited anything insanity perversion mini mogul darren stien seems reaching deeper understanding triumph misgiving patriarch strict kid world find others always pretty show one improve reconcile age change mean without reflection love movie,1
footprint interesting movie somewhat difficult categorize psychological thriller appropriate description think female protagonist alice cespi discovers remember anything last three day clue torn photo hotel also haunted recurring vivid dream science fiction movie belief saw many year ago pursuit truth behind amnesia trust anyone little little becomes obvious visited town hotel located exciting flick whose main virtue virtually impossible predict event unfold particularly end unusual loneliness main character unreliability everyone else ensure good old paranoid feeling present throughout film whereas beautiful color spectacularly filmed sequence make visually attractive movie well important part one nicoletta elmi everyone time favorite redheaded obnoxious child star italian horror extra bonus,1
monkees surprisingly big favorite mine yes might original manufactured rock band gimmick certainly reached overkill st century however music hold best offer last train clarksville daydream believer believer stepping stone valleri pleasant valley sunday great song written good songwriter boyce hart neil diamond goffen king john stewart great musician songwriter likable screen presence plenty appeal stuff actually decent v show dated stuff still watch show occasion time capsule life magical dangerous time u history br br however know portent thing come like kelly clarkson monkees want considered manufactured puppet recording company despite average talent wanted write song produce album call shot came tour sadly turned disaster especially peter tork choice jimi hendrix opening act nixed due stealing show heavy sexual suggestion music compared monkees g rated content br br however final nail coffin monkees infamous motion picture head head written bob rafelson jack nicholson allegedly high mary jane film received poor review made box office today film cult classic ahead time delivers message mind youth summer anger br br head really plot basically one four monkees lurch scene scene without rhyme reason go eating diner seeing davy jones getting bashed sonny liston western sucked vacuum performing concert forth film basically offer oblique opinion wrong american society monkees bash commercialism war vietnam american policy censorship establishment greed read line see target derision br br monkees spend lot time boxed certain junction film symbolizing felt record company saw nothing toy play time record another hit album scene outnumbered western scene could symbol session musician songwriter record producer whatnot controlled career cannon fire way saying begone br br film truly psychedelic trip behold flashy tie dye color hypnotic concert belly dancing scene druggy imagery everywhere acting actually good biased like monkees v show small soundtrack feature porpoise song three song written monkees br br film actually hilarious scene occasion although maybe supposed mickey dolenz beating coke machine give soda violent punch ups boxing scene mean wiry guy probably weighed laughing br br movie absolute must see monkees fan think lot people feel movie indeed head obsessed society time find great time capsule,1
see people giving film negative review loved movie bled form abstract art appreciate art see would like film great twist average played vampire movie looking fresh new ingenious new vampire movie want one turn bat wolf melt sunlight movie go watch old played dracula flick sure bit low budget side great job budget happy found movie give vampire genre fro good thought film brilliant give thumb writer director everyone involved film,1
cheesy b crime thriller early story droll character wooden allison hayes abbe lane two sexpot make eye catcher one short shot frame long show el train crossing river state street bridge series pullman built car painted original paint scheme delivered new traction fan like one short take make picture worthwhile think film like one ulmer detour edmund brien fugitive harrison ford others film noir genre big city crime drama make interesting nothing fact know chicago san francisco intimately recognize street location wise really droll boring film,0
bill rebane capture bigfoot one awful horror movie ever made greedy sawmill owner harvey olsen richard kennedy decides want bigfoot captured cost however local game ranger dave garrett stafford morgan learns bigfoot used live peace upset geological expedition set protect creature nothing even remotely interesting piece crap film extremely dull filled horrible song cheap special effect gore suspense gigantic boredom avoid horrible junk like plague,0
mixing small town sheriff high school student fake rock music weirdo kill well reason particular film essentially make giant gila monster except without gila monster course br br anyone actually seen giant gila monster know one worst made film time frequently slow even funny believe giant gila monster earned reputation young director dying get work sequel let alone remake someone please explain film made dance sequence way historically interesting although three year date even spoiled since go,0
really say glad knitting sock watching movie would angry wasted hour life acting terrible plot even worse scene meant serious husband laughing loud highly recommend movie people like version mstk,0
remember trailer legend zu quite impressive fan man called hero time favourite storm rider decided must watch one know way much critcism ekin cheng acting ability everywhere favourite hong kong moviestar far way better nicolas tse nevertheless one factor enjoyed movie without doubt film work art beginning end even thought actor real everything else computer generated end film must put lot work one deserve good credit storyline movie fairytale good evil love story thrown guess ekin cheng pull girl easily story intellectual deep expect watcing action movie wished martial art action fist fist instead battle magical ability well life never go way want sound like supersonic plane battle sky end way funny legend zu cannot man called hero eye flow like videogame bad thing company decides publish game movie get suprised carry videogames element good work please make fantasy movie like,1
although snippet part documentary hinting necessity recreational drug law reform well developed contrast many snippet feel drug happen currently illegal scourge imaginable solution incarceration even guilty even mere possession drug br br although program whole leaf viewer impression drug war largely futile exercise waste money deserves praise almost nothing documentary address real problem total war merely possess illegal drug obviously cause contributes real problem drug warrior would tell asked think drug war designed solve example many minute spent surge violence associated rising popularity crack cocaine point program even hint law designed suppress crack cocaine make impossible drug seller enforce contract business arrangement court law forcing resort violence stay business instead seeing law important cause violence drug seem take brunt blame inexplicably alcohol prohibition violence ensued subsequent reversal prohibition totally ignored program br br program help perpetuate ridiculous stereotype drug user primary force driving expensive problematic drug war possibility incorporating drug alcohol happy successful life really touched use drug excess probably going cause personal problem user drug excess like alcohol user alcoholic br br want point view someone belief adult moral right incarcerated life ruined criminal justice system using drug government mostly arbitrary political reason rather reason based sound social policy legitimate science decided totally prohibit whose user decided metaphorically wage war forget none br br hand hardly category anti drug propaganda mostly interesting neutrally presented history drug th century united state like marijuana lsd heroin cocaine mdma oxycontin significant element various people point view regard drug law thoughtful well informed slanted favor drug warrior mentality especially respect drug marijuana br br criminal justice system along often harsh life ruining penalty obviously answer appropriate answer every single social problem unfortunately epidemic nation yet unnamed disease whose primary symptom lack imagination respect social policy come certain drug lack compassion fellow human prejudice people use drug governmentally approved perhaps vested interest growth prison policing industry horrid apathy regard human dignity morally wrong kidnap incarcerate people unless damn good reason mere possession arbitrarily selected group drug clearly reason really primary issue come drug yet program ignores br br sum part program neutrally present history without feeding stereotype drug user heart drug war mentality pretty good interesting entertaining come presenting rational non radical point view regard drug policy giving viewer example people drug problem also many people successfully incorporate drug happy successful life pretty disappointing,0
enjoyed show uk peak time seemed move schedule able watch surprised return idea still know guess important br br great performance two lead believable friend two supporting actress also added well mix guess part whole load show lifestyle centred friend obvious main one sex city came along year later br br character get take coffee drink nice bar sort thing little woody allenish way,1
always enjoy seeing movie make think drip feed answer audience revolver one film although many reviewer stated difficult follow bit concentration open mind got first time true compare mind muck like usual suspect memento right intelligent thought provoking film br br another thing really liked film damn beautiful every scene every camera angle seems thought age see know mean br br conclude watch open mind may enjoy well one ever said revolver everyone cent,1
actually finished film may say case right review especially negatively stopped account watch anymore got halfway got promising something good around corner film tiresome lackluster actually insulted read many review sure homosexual teen suffered homosexual go similar revelation day dream issue etc etc maybe two moment actually felt film could go somewhere felt may inkling meaning relativity hope dashed moment next set cliché ridden narration came mean look quote imdb page unfortunately able hear scratchy play back echo ey fade read quote painful ridiculous stupid miss give film three star three star go film cinematographer fantastic job attempting transform archer tired concept something watchable mind pray one decided include long shot tv closeup another unnecessary cliché already done film korine gummo think extremely fitting film premiered sundance archer connection festival via volunteer work way sundance seems one festival cliché heavy drivel like still accepted arthouse art house afraid plain house watch,0
pardon spelling probably funniest horror movie ever existed think evil dead acting horrible see makeup line certain lady face lesbian scene make sense ending haha ohhhh ending prepared stomach hurting laughter watch film minute still expecting something take look self ask hell wrong bad movie meant laugh enjoy pure silliness br br forget watch outtake movie see low budget whole thing really movie rare gem demonstrating pure udder lack talent care ability money anything else would ever need make successful film definitely worth watching,0
newlywed couple move home husband dead former wife long new wife begin feeling someone want house see skull around house husband investigates find anything someone trying drive back asylum recently discharged ghost dead wife trying get new wife house br br first time watched screaming skull without assistance mstk crew likelihood last time watch way say dull talking ordinary dull talking watching grass grow dull great stretch movie nothing happens screen could gone blank would gotten much entertainment character drone monotonous conversation imaginable screaming skull could probably marketed sleep aide br br actor help matter much deliver line conviction normally reserved grade school play looked would shocked find anyone associated movie ever appeared anything cinematic value even go script actor given work let say character given idiotic line ever uttered film br br warned either avoid one cost least seek mstk version,0
wealthy widower anthony steffen alan cunningham sadomasochistic lover british lord brings sexy red haired woman castle whip murder black booted stripper erika blanc susie get away temporarily mr steffen haunted wife evelyn died childbirth therapy decides marry meeting pretty blonde marina malfatti gladys end movie dig graf night evelyn came grave great title least br br la notte che evelyn uscì dalla tomba emilio miraglia anthony steffen marina malfatti erika blanc,0
film version sandra bernhard one woman broadway show gaspingly pretentious sandra spoof lounge act superstar sense irony fitfully interesting fitfully funny fan say scathingly honest may true also shrill unapologetic face bravado well suited film genre want make nice certainly make friend always going rub lot people wrong way even meet halfway material seriously lacking filmmaker nicolas roeg served executive producer though directed film chilly detached signature style bernhard co wrote show director john boskovich oddest touch sandra house audience looking completely bored feeling many real viewer likely share,0
excellent performance still good actor around also great directing photography true shakespear must shakespear fan macbeth jason connery moved tear final monolog brief candle gave sphere moral decay dark force human face make interesting helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil love death decay shakespears lyric one,1
stopped movie minute change know maybe swedish french cannes commenter sleepy place previous reviewer held forth born raised ny lived near san francisco quarter century holland love good independent film much next movie enthusiast word funny see funny thinking made mistake said word said funny nope mistake type humor say really much life consider appreciation film symptom please ever write another review tendency believe unanimous even review mine figured might actually able save someone else boredom anticipation laughter never materializes smile twice though started movie stopped line,0
ripe one awful indie manages get circulation give indie bad name telling stupidly incongruous tale pubescent twin sister crawl firey car crash kill parent hit road happily shoplifting making goo goo eye guy ending army post dilapidated army would want yeah right apparent attempt coming age flick ripe almost complete loser wanders aimlessly player drift character finally ending clumsily nary shred credibility found anywhere recommended anyone,0
well take j simpson american soldier turned american bus driver decides rescue passenger incase one else going arte johnson absolutely straight role tour guide know want admit trouble combine lorenzo lama one three baby faced bad boy intend kidnap heiress leave busload people die dessert got action plot twist lot drama everyone good seeing lama baddest bad boy really blew mind much believable overbearing bad guy wanted kidnap heiress rape woman humiliate guy tried stop evidently long cultivated good guy image believe year old lorenzo tight jean really want miss,1
